C-J59-0,C-A10-0,F-ISIS-1,Datum,Date,car-model-name
J59-290,A10-202306,1,Juni 2023,June 2023,Skywell RC
J59-290,A10-202401,1,Jänner 2024,January 2024,Skywell RC
J59-290,A10-202402,1,Februar 2024,February 2024,Skywell RC
J59-290,A10-202403,6,März 2024,March 2024,Skywell RC
J59-290,A10-202404,3,April 2024,April 2024,Skywell RC
J59-290,A10-202405,7,Mai 2024,May 2024,Skywell RC
J59-290,A10-202406,4,Juni 2024,June 2024,Skywell RC
J59-290,A10-202407,4,Juli 2024,July 2024,Skywell RC
J59-247,A10-201201,60,Jänner 2012,January 2012,Smart F
J59-247,A10-201202,190,Februar 2012,February 2012,Smart F
J59-247,A10-201203,52,März 2012,March 2012,Smart F
J59-247,A10-201204,65,April 2012,April 2012,Smart F
J59-247,A10-201205,50,Mai 2012,May 2012,Smart F
J59-247,A10-201206,54,Juni 2012,June 2012,Smart F
J59-247,A10-201207,55,Juli 2012,July 2012,Smart F
J59-247,A10-201208,30,August 2012,August 2012,Smart F
J59-247,A10-201209,47,September 2012,September 2012,Smart F
J59-247,A10-201210,53,Oktober 2012,October 2012,Smart F
J59-247,A10-201211,47,November 2012,November 2012,Smart F
J59-247,A10-201212,35,Dezember 2012,December 2012,Smart F
J59-247,A10-201301,156,Jänner 2013,January 2013,Smart F
J59-247,A10-201302,46,Februar 2013,February 2013,Smart F
J59-247,A10-201303,51,März 2013,March 2013,Smart F
J59-247,A10-201304,54,April 2013,April 2013,Smart F
J59-247,A10-201305,66,Mai 2013,May 2013,Smart F
J59-247,A10-201306,73,Juni 2013,June 2013,Smart F
J59-247,A10-201307,71,Juli 2013,July 2013,Smart F
J59-247,A10-201308,43,August 2013,August 2013,Smart F
J59-247,A10-201309,50,September 2013,September 2013,Smart F
J59-247,A10-201310,215,Oktober 2013,October 2013,Smart F
J59-247,A10-201311,80,November 2013,November 2013,Smart F
J59-247,A10-201312,80,Dezember 2013,December 2013,Smart F
J59-247,A10-201401,68,Jänner 2014,January 2014,Smart F
J59-247,A10-201402,51,Februar 2014,February 2014,Smart F
J59-247,A10-201403,64,März 2014,March 2014,Smart F
J59-247,A10-201404,74,April 2014,April 2014,Smart F
J59-247,A10-201405,60,Mai 2014,May 2014,Smart F
J59-247,A10-201406,53,Juni 2014,June 2014,Smart F
J59-247,A10-201407,94,Juli 2014,July 2014,Smart F
J59-247,A10-201408,59,August 2014,August 2014,Smart F
J59-247,A10-201409,60,September 2014,September 2014,Smart F
J59-247,A10-201410,77,Oktober 2014,October 2014,Smart F
J59-247,A10-201411,340,November 2014,November 2014,Smart F
J59-247,A10-201412,217,Dezember 2014,December 2014,Smart F
J59-247,A10-201501,144,Jänner 2015,January 2015,Smart F
J59-247,A10-201502,157,Februar 2015,February 2015,Smart F
J59-247,A10-201503,273,März 2015,March 2015,Smart F
J59-247,A10-201504,154,April 2015,April 2015,Smart F
J59-247,A10-201505,123,Mai 2015,May 2015,Smart F
J59-247,A10-201506,114,Juni 2015,June 2015,Smart F
J59-247,A10-201507,107,Juli 2015,July 2015,Smart F
J59-247,A10-201508,94,August 2015,August 2015,Smart F
J59-247,A10-201509,102,September 2015,September 2015,Smart F
J59-247,A10-201510,122,Oktober 2015,October 2015,Smart F
J59-247,A10-201511,106,November 2015,November 2015,Smart F
J59-247,A10-201512,82,Dezember 2015,December 2015,Smart F
J59-247,A10-201601,138,Jänner 2016,January 2016,Smart F
J59-247,A10-201602,111,Februar 2016,February 2016,Smart F
J59-247,A10-201603,133,März 2016,March 2016,Smart F
J59-247,A10-201604,157,April 2016,April 2016,Smart F
J59-247,A10-201605,107,Mai 2016,May 2016,Smart F
J59-247,A10-201606,113,Juni 2016,June 2016,Smart F
J59-247,A10-201607,101,Juli 2016,July 2016,Smart F
J59-247,A10-201608,92,August 2016,August 2016,Smart F
J59-247,A10-201609,96,September 2016,September 2016,Smart F
J59-247,A10-201610,112,Oktober 2016,October 2016,Smart F
J59-247,A10-201611,207,November 2016,November 2016,Smart F
J59-247,A10-201612,134,Dezember 2016,December 2016,Smart F
J59-247,A10-201701,413,Jänner 2017,January 2017,Smart F
J59-247,A10-201702,74,Februar 2017,February 2017,Smart F
J59-247,A10-201703,126,März 2017,March 2017,Smart F
J59-247,A10-201704,92,April 2017,April 2017,Smart F
J59-247,A10-201705,97,Mai 2017,May 2017,Smart F
J59-247,A10-201706,112,Juni 2017,June 2017,Smart F
J59-247,A10-201707,85,Juli 2017,July 2017,Smart F
J59-247,A10-201708,232,August 2017,August 2017,Smart F
J59-247,A10-201709,135,September 2017,September 2017,Smart F
J59-247,A10-201710,71,Oktober 2017,October 2017,Smart F
J59-247,A10-201711,75,November 2017,November 2017,Smart F
J59-247,A10-201712,85,Dezember 2017,December 2017,Smart F
J59-247,A10-201801,77,Jänner 2018,January 2018,Smart F
J59-247,A10-201802,60,Februar 2018,February 2018,Smart F
J59-247,A10-201803,95,März 2018,March 2018,Smart F
J59-247,A10-201804,104,April 2018,April 2018,Smart F
J59-247,A10-201805,130,Mai 2018,May 2018,Smart F
J59-247,A10-201806,155,Juni 2018,June 2018,Smart F
J59-247,A10-201807,126,Juli 2018,July 2018,Smart F
J59-247,A10-201808,228,August 2018,August 2018,Smart F
J59-247,A10-201809,66,September 2018,September 2018,Smart F
J59-247,A10-201810,117,Oktober 2018,October 2018,Smart F
J59-247,A10-201811,138,November 2018,November 2018,Smart F
J59-247,A10-201812,174,Dezember 2018,December 2018,Smart F
J59-247,A10-201901,90,Jänner 2019,January 2019,Smart F
J59-247,A10-201902,106,Februar 2019,February 2019,Smart F
J59-247,A10-201903,118,März 2019,March 2019,Smart F
J59-247,A10-201904,197,April 2019,April 2019,Smart F
J59-247,A10-201905,229,Mai 2019,May 2019,Smart F
J59-247,A10-201906,173,Juni 2019,June 2019,Smart F
J59-247,A10-201907,195,Juli 2019,July 2019,Smart F
J59-247,A10-201908,325,August 2019,August 2019,Smart F
J59-247,A10-201909,51,September 2019,September 2019,Smart F
J59-247,A10-201910,37,Oktober 2019,October 2019,Smart F
J59-247,A10-201911,21,November 2019,November 2019,Smart F
J59-247,A10-201912,22,Dezember 2019,December 2019,Smart F
J59-247,A10-202001,15,Jänner 2020,January 2020,Smart F
J59-247,A10-202002,14,Februar 2020,February 2020,Smart F
J59-247,A10-202003,3,März 2020,March 2020,Smart F
J59-247,A10-202004,7,April 2020,April 2020,Smart F
J59-247,A10-202005,12,Mai 2020,May 2020,Smart F
J59-247,A10-202006,18,Juni 2020,June 2020,Smart F
J59-247,A10-202007,40,Juli 2020,July 2020,Smart F
J59-247,A10-202008,29,August 2020,August 2020,Smart F
J59-247,A10-202009,16,September 2020,September 2020,Smart F
J59-247,A10-202010,22,Oktober 2020,October 2020,Smart F
J59-247,A10-202011,24,November 2020,November 2020,Smart F
J59-247,A10-202012,69,Dezember 2020,December 2020,Smart F
J59-247,A10-202101,13,Jänner 2021,January 2021,Smart F
J59-247,A10-202102,14,Februar 2021,February 2021,Smart F
J59-247,A10-202103,14,März 2021,March 2021,Smart F
J59-247,A10-202104,11,April 2021,April 2021,Smart F
J59-247,A10-202105,11,Mai 2021,May 2021,Smart F
J59-247,A10-202106,19,Juni 2021,June 2021,Smart F
J59-247,A10-202107,12,Juli 2021,July 2021,Smart F
J59-247,A10-202108,43,August 2021,August 2021,Smart F
J59-247,A10-202109,7,September 2021,September 2021,Smart F
J59-247,A10-202110,6,Oktober 2021,October 2021,Smart F
J59-247,A10-202111,7,November 2021,November 2021,Smart F
J59-247,A10-202112,13,Dezember 2021,December 2021,Smart F
J59-247,A10-202201,6,Jänner 2022,January 2022,Smart F
J59-247,A10-202202,9,Februar 2022,February 2022,Smart F
J59-247,A10-202203,13,März 2022,March 2022,Smart F
J59-247,A10-202204,10,April 2022,April 2022,Smart F
J59-247,A10-202205,9,Mai 2022,May 2022,Smart F
J59-247,A10-202206,5,Juni 2022,June 2022,Smart F
J59-247,A10-202207,4,Juli 2022,July 2022,Smart F
J59-247,A10-202209,1,September 2022,September 2022,Smart F
J59-247,A10-202210,7,Oktober 2022,October 2022,Smart F
J59-247,A10-202211,4,November 2022,November 2022,Smart F
J59-247,A10-202212,3,Dezember 2022,December 2022,Smart F
J59-247,A10-202301,3,Jänner 2023,January 2023,Smart F
J59-247,A10-202302,5,Februar 2023,February 2023,Smart F
J59-247,A10-202303,5,März 2023,March 2023,Smart F
J59-247,A10-202304,6,April 2023,April 2023,Smart F
J59-247,A10-202305,2,Mai 2023,May 2023,Smart F
J59-247,A10-202306,4,Juni 2023,June 2023,Smart F
J59-247,A10-202307,8,Juli 2023,July 2023,Smart F
J59-247,A10-202308,4,August 2023,August 2023,Smart F
J59-247,A10-202310,11,Oktober 2023,October 2023,Smart F
J59-247,A10-202311,9,November 2023,November 2023,Smart F
J59-247,A10-202312,3,Dezember 2023,December 2023,Smart F
J59-247,A10-202401,2,Jänner 2024,January 2024,Smart F
J59-247,A10-202402,2,Februar 2024,February 2024,Smart F
J59-247,A10-202403,5,März 2024,March 2024,Smart F
J59-247,A10-202404,4,April 2024,April 2024,Smart F
J59-247,A10-202405,1,Mai 2024,May 2024,Smart F
J59-247,A10-202406,2,Juni 2024,June 2024,Smart F
J59-247,A10-202407,2,Juli 2024,July 2024,Smart F
J59-300,A10-202305,1,Mai 2023,May 2023,Smart RC
J59-300,A10-202306,4,Juni 2023,June 2023,Smart RC
J59-300,A10-202307,8,Juli 2023,July 2023,Smart RC
J59-300,A10-202308,4,August 2023,August 2023,Smart RC
J59-300,A10-202309,11,September 2023,September 2023,Smart RC
J59-300,A10-202310,3,Oktober 2023,October 2023,Smart RC
J59-300,A10-202312,20,Dezember 2023,December 2023,Smart RC
J59-300,A10-202401,56,Jänner 2024,January 2024,Smart RC
J59-300,A10-202402,34,Februar 2024,February 2024,Smart RC
J59-300,A10-202403,42,März 2024,March 2024,Smart RC
J59-300,A10-202404,42,April 2024,April 2024,Smart RC
J59-300,A10-202405,34,Mai 2024,May 2024,Smart RC
J59-300,A10-202406,28,Juni 2024,June 2024,Smart RC
J59-300,A10-202407,20,Juli 2024,July 2024,Smart RC
J59-300,A10-202408,44,August 2024,August 2024,Smart RC
J59-154,A10-200407,8,Juli 2004,July 2004,Ssang-Yong
J59-154,A10-200408,11,August 2004,August 2004,Ssang-Yong
J59-154,A10-200409,30,September 2004,September 2004,Ssang-Yong
J59-154,A10-200410,29,Oktober 2004,October 2004,Ssang-Yong
J59-154,A10-200411,26,November 2004,November 2004,Ssang-Yong
J59-154,A10-200412,22,Dezember 2004,December 2004,Ssang-Yong
J59-154,A10-200501,54,Jänner 2005,January 2005,Ssang-Yong
J59-154,A10-200502,48,Februar 2005,February 2005,Ssang-Yong
J59-154,A10-200503,61,März 2005,March 2005,Ssang-Yong
J59-154,A10-200504,73,April 2005,April 2005,Ssang-Yong
J59-154,A10-200505,53,Mai 2005,May 2005,Ssang-Yong
J59-154,A10-200506,108,Juni 2005,June 2005,Ssang-Yong
J59-154,A10-200507,75,Juli 2005,July 2005,Ssang-Yong
J59-154,A10-200508,57,August 2005,August 2005,Ssang-Yong
J59-154,A10-200509,52,September 2005,September 2005,Ssang-Yong
J59-154,A10-200510,66,Oktober 2005,October 2005,Ssang-Yong
J59-154,A10-200511,52,November 2005,November 2005,Ssang-Yong
J59-154,A10-200512,46,Dezember 2005,December 2005,Ssang-Yong
J59-154,A10-200601,115,Jänner 2006,January 2006,Ssang-Yong
J59-154,A10-200602,105,Februar 2006,February 2006,Ssang-Yong
J59-154,A10-200603,109,März 2006,March 2006,Ssang-Yong
J59-154,A10-200604,94,April 2006,April 2006,Ssang-Yong
J59-154,A10-200605,82,Mai 2006,May 2006,Ssang-Yong
J59-154,A10-200606,100,Juni 2006,June 2006,Ssang-Yong
J59-154,A10-200607,47,Juli 2006,July 2006,Ssang-Yong
J59-154,A10-200608,46,August 2006,August 2006,Ssang-Yong
J59-154,A10-200609,43,September 2006,September 2006,Ssang-Yong
J59-154,A10-200610,46,Oktober 2006,October 2006,Ssang-Yong
J59-154,A10-200611,56,November 2006,November 2006,Ssang-Yong
J59-154,A10-200612,52,Dezember 2006,December 2006,Ssang-Yong
J59-154,A10-200701,47,Jänner 2007,January 2007,Ssang-Yong
J59-154,A10-200702,32,Februar 2007,February 2007,Ssang-Yong
J59-154,A10-200703,43,März 2007,March 2007,Ssang-Yong
J59-154,A10-200704,35,April 2007,April 2007,Ssang-Yong
J59-154,A10-200705,32,Mai 2007,May 2007,Ssang-Yong
J59-154,A10-200706,24,Juni 2007,June 2007,Ssang-Yong
J59-154,A10-200707,21,Juli 2007,July 2007,Ssang-Yong
J59-154,A10-200708,27,August 2007,August 2007,Ssang-Yong
J59-154,A10-200709,24,September 2007,September 2007,Ssang-Yong
J59-154,A10-200710,25,Oktober 2007,October 2007,Ssang-Yong
J59-154,A10-200711,35,November 2007,November 2007,Ssang-Yong
J59-154,A10-200712,67,Dezember 2007,December 2007,Ssang-Yong
J59-154,A10-200801,10,Jänner 2008,January 2008,Ssang-Yong
J59-154,A10-200802,19,Februar 2008,February 2008,Ssang-Yong
J59-154,A10-200803,14,März 2008,March 2008,Ssang-Yong
J59-154,A10-200804,20,April 2008,April 2008,Ssang-Yong
J59-154,A10-200805,14,Mai 2008,May 2008,Ssang-Yong
J59-154,A10-200806,21,Juni 2008,June 2008,Ssang-Yong
J59-154,A10-200807,5,Juli 2008,July 2008,Ssang-Yong
J59-154,A10-200808,7,August 2008,August 2008,Ssang-Yong
J59-154,A10-200809,8,September 2008,September 2008,Ssang-Yong
J59-154,A10-200810,15,Oktober 2008,October 2008,Ssang-Yong
J59-154,A10-200811,4,November 2008,November 2008,Ssang-Yong
J59-154,A10-200812,3,Dezember 2008,December 2008,Ssang-Yong
J59-154,A10-200901,6,Jänner 2009,January 2009,Ssang-Yong
J59-154,A10-200902,4,Februar 2009,February 2009,Ssang-Yong
J59-154,A10-200903,11,März 2009,March 2009,Ssang-Yong
J59-154,A10-200904,19,April 2009,April 2009,Ssang-Yong
J59-154,A10-200905,11,Mai 2009,May 2009,Ssang-Yong
J59-154,A10-200906,11,Juni 2009,June 2009,Ssang-Yong
J59-154,A10-200907,7,Juli 2009,July 2009,Ssang-Yong
J59-154,A10-200908,24,August 2009,August 2009,Ssang-Yong
J59-154,A10-200909,31,September 2009,September 2009,Ssang-Yong
J59-154,A10-200910,29,Oktober 2009,October 2009,Ssang-Yong
J59-154,A10-200911,26,November 2009,November 2009,Ssang-Yong
J59-154,A10-200912,21,Dezember 2009,December 2009,Ssang-Yong
J59-154,A10-201001,13,Jänner 2010,January 2010,Ssang-Yong
J59-154,A10-201002,15,Februar 2010,February 2010,Ssang-Yong
J59-154,A10-201003,22,März 2010,March 2010,Ssang-Yong
J59-154,A10-201004,7,April 2010,April 2010,Ssang-Yong
J59-154,A10-201005,4,Mai 2010,May 2010,Ssang-Yong
J59-154,A10-201006,22,Juni 2010,June 2010,Ssang-Yong
J59-154,A10-201007,4,Juli 2010,July 2010,Ssang-Yong
J59-154,A10-201008,6,August 2010,August 2010,Ssang-Yong
J59-154,A10-201009,3,September 2010,September 2010,Ssang-Yong
J59-154,A10-201010,1,Oktober 2010,October 2010,Ssang-Yong
J59-154,A10-201011,2,November 2010,November 2010,Ssang-Yong
J59-154,A10-201012,1,Dezember 2010,December 2010,Ssang-Yong
J59-154,A10-201101,3,Jänner 2011,January 2011,Ssang-Yong
J59-154,A10-201102,10,Februar 2011,February 2011,Ssang-Yong
J59-154,A10-201105,1,Mai 2011,May 2011,Ssang-Yong
J59-154,A10-201106,7,Juni 2011,June 2011,Ssang-Yong
J59-154,A10-201107,2,Juli 2011,July 2011,Ssang-Yong
J59-154,A10-201108,5,August 2011,August 2011,Ssang-Yong
J59-154,A10-201109,5,September 2011,September 2011,Ssang-Yong
J59-154,A10-201110,3,Oktober 2011,October 2011,Ssang-Yong
J59-154,A10-201111,5,November 2011,November 2011,Ssang-Yong
J59-154,A10-201112,1,Dezember 2011,December 2011,Ssang-Yong
J59-154,A10-201201,6,Jänner 2012,January 2012,Ssang-Yong
J59-154,A10-201202,2,Februar 2012,February 2012,Ssang-Yong
J59-154,A10-201204,2,April 2012,April 2012,Ssang-Yong
J59-154,A10-201205,2,Mai 2012,May 2012,Ssang-Yong
J59-154,A10-201206,1,Juni 2012,June 2012,Ssang-Yong
J59-154,A10-201207,1,Juli 2012,July 2012,Ssang-Yong
J59-154,A10-201208,1,August 2012,August 2012,Ssang-Yong
J59-154,A10-201304,2,April 2013,April 2013,Ssang-Yong
J59-154,A10-201306,4,Juni 2013,June 2013,Ssang-Yong
J59-154,A10-201307,4,Juli 2013,July 2013,Ssang-Yong
J59-154,A10-201308,2,August 2013,August 2013,Ssang-Yong
J59-154,A10-201309,2,September 2013,September 2013,Ssang-Yong
J59-154,A10-201310,4,Oktober 2013,October 2013,Ssang-Yong
J59-154,A10-201311,3,November 2013,November 2013,Ssang-Yong
J59-154,A10-201401,4,Jänner 2014,January 2014,Ssang-Yong
J59-154,A10-201402,5,Februar 2014,February 2014,Ssang-Yong
J59-154,A10-201403,3,März 2014,March 2014,Ssang-Yong
J59-154,A10-201404,5,April 2014,April 2014,Ssang-Yong
J59-154,A10-201405,3,Mai 2014,May 2014,Ssang-Yong
J59-154,A10-201406,7,Juni 2014,June 2014,Ssang-Yong
J59-154,A10-201408,2,August 2014,August 2014,Ssang-Yong
J59-154,A10-201409,3,September 2014,September 2014,Ssang-Yong
J59-154,A10-201410,4,Oktober 2014,October 2014,Ssang-Yong
J59-154,A10-201411,4,November 2014,November 2014,Ssang-Yong
J59-154,A10-201412,1,Dezember 2014,December 2014,Ssang-Yong
J59-154,A10-201501,5,Jänner 2015,January 2015,Ssang-Yong
J59-154,A10-201502,2,Februar 2015,February 2015,Ssang-Yong
J59-154,A10-201503,5,März 2015,March 2015,Ssang-Yong
J59-154,A10-201504,4,April 2015,April 2015,Ssang-Yong
J59-154,A10-201505,3,Mai 2015,May 2015,Ssang-Yong
J59-154,A10-201506,7,Juni 2015,June 2015,Ssang-Yong
J59-154,A10-201507,4,Juli 2015,July 2015,Ssang-Yong
J59-154,A10-201508,8,August 2015,August 2015,Ssang-Yong
J59-154,A10-201509,4,September 2015,September 2015,Ssang-Yong
J59-154,A10-201510,13,Oktober 2015,October 2015,Ssang-Yong
J59-154,A10-201511,4,November 2015,November 2015,Ssang-Yong
J59-154,A10-201512,2,Dezember 2015,December 2015,Ssang-Yong
J59-154,A10-201601,6,Jänner 2016,January 2016,Ssang-Yong
J59-154,A10-201602,7,Februar 2016,February 2016,Ssang-Yong
J59-154,A10-201603,7,März 2016,March 2016,Ssang-Yong
J59-154,A10-201604,13,April 2016,April 2016,Ssang-Yong
J59-154,A10-201605,15,Mai 2016,May 2016,Ssang-Yong
J59-154,A10-201606,13,Juni 2016,June 2016,Ssang-Yong
J59-154,A10-201607,7,Juli 2016,July 2016,Ssang-Yong
J59-154,A10-201608,14,August 2016,August 2016,Ssang-Yong
J59-154,A10-201609,7,September 2016,September 2016,Ssang-Yong
J59-154,A10-201610,11,Oktober 2016,October 2016,Ssang-Yong
J59-154,A10-201611,2,November 2016,November 2016,Ssang-Yong
J59-154,A10-201612,5,Dezember 2016,December 2016,Ssang-Yong
J59-154,A10-201701,8,Jänner 2017,January 2017,Ssang-Yong
J59-154,A10-201702,4,Februar 2017,February 2017,Ssang-Yong
J59-154,A10-201703,18,März 2017,March 2017,Ssang-Yong
J59-154,A10-201704,12,April 2017,April 2017,Ssang-Yong
J59-154,A10-201705,9,Mai 2017,May 2017,Ssang-Yong
J59-154,A10-201706,16,Juni 2017,June 2017,Ssang-Yong
J59-154,A10-201707,6,Juli 2017,July 2017,Ssang-Yong
J59-154,A10-201708,9,August 2017,August 2017,Ssang-Yong
J59-154,A10-201709,11,September 2017,September 2017,Ssang-Yong
J59-154,A10-201710,15,Oktober 2017,October 2017,Ssang-Yong
J59-154,A10-201711,18,November 2017,November 2017,Ssang-Yong
J59-154,A10-201712,8,Dezember 2017,December 2017,Ssang-Yong
J59-154,A10-201801,14,Jänner 2018,January 2018,Ssang-Yong
J59-154,A10-201802,22,Februar 2018,February 2018,Ssang-Yong
J59-154,A10-201803,36,März 2018,March 2018,Ssang-Yong
J59-154,A10-201804,17,April 2018,April 2018,Ssang-Yong
J59-154,A10-201805,22,Mai 2018,May 2018,Ssang-Yong
J59-154,A10-201806,20,Juni 2018,June 2018,Ssang-Yong
J59-154,A10-201807,17,Juli 2018,July 2018,Ssang-Yong
J59-154,A10-201808,21,August 2018,August 2018,Ssang-Yong
J59-154,A10-201809,2,September 2018,September 2018,Ssang-Yong
J59-154,A10-201810,20,Oktober 2018,October 2018,Ssang-Yong
J59-154,A10-201811,6,November 2018,November 2018,Ssang-Yong
J59-154,A10-201812,8,Dezember 2018,December 2018,Ssang-Yong
J59-154,A10-201901,20,Jänner 2019,January 2019,Ssang-Yong
J59-154,A10-201902,24,Februar 2019,February 2019,Ssang-Yong
J59-154,A10-201903,20,März 2019,March 2019,Ssang-Yong
J59-154,A10-201904,18,April 2019,April 2019,Ssang-Yong
J59-154,A10-201905,15,Mai 2019,May 2019,Ssang-Yong
J59-154,A10-201906,18,Juni 2019,June 2019,Ssang-Yong
J59-154,A10-201907,15,Juli 2019,July 2019,Ssang-Yong
J59-154,A10-201908,16,August 2019,August 2019,Ssang-Yong
J59-154,A10-201909,4,September 2019,September 2019,Ssang-Yong
J59-154,A10-201910,35,Oktober 2019,October 2019,Ssang-Yong
J59-154,A10-201911,16,November 2019,November 2019,Ssang-Yong
J59-154,A10-201912,25,Dezember 2019,December 2019,Ssang-Yong
J59-154,A10-202001,11,Jänner 2020,January 2020,Ssang-Yong
J59-154,A10-202002,13,Februar 2020,February 2020,Ssang-Yong
J59-154,A10-202003,19,März 2020,March 2020,Ssang-Yong
J59-154,A10-202004,2,April 2020,April 2020,Ssang-Yong
J59-154,A10-202005,5,Mai 2020,May 2020,Ssang-Yong
J59-154,A10-202006,14,Juni 2020,June 2020,Ssang-Yong
J59-154,A10-202007,19,Juli 2020,July 2020,Ssang-Yong
J59-154,A10-202008,22,August 2020,August 2020,Ssang-Yong
J59-154,A10-202009,30,September 2020,September 2020,Ssang-Yong
J59-154,A10-202011,8,November 2020,November 2020,Ssang-Yong
J59-154,A10-202012,6,Dezember 2020,December 2020,Ssang-Yong
J59-154,A10-202101,1,Jänner 2021,January 2021,Ssang-Yong
J59-154,A10-202102,5,Februar 2021,February 2021,Ssang-Yong
J59-154,A10-202103,4,März 2021,March 2021,Ssang-Yong
J59-154,A10-202104,2,April 2021,April 2021,Ssang-Yong
